YEAR,FILED,TOLID,OFFICE,CANAL,AREA,VARITE,AGE,Y,TON
1402,15-07,2,3,15,23.58,CP48,p,133.76,3154.06
1402,15-09,2,3,15,18.1,CP73,p,142.71,2583.06
1402,15-11,2,3,15,23.28,CP73,p,146.63,3413.48
1402,15-12,2,3,15,23.5,CP73,R2,76.30,1057.52
1402,15-12,2,3,15,23.5,CP73,R2,76.30,1057.52
1402,15-13,2,3,15,23.45,CP73,R2,76.64,1797.12
1402,15-14,2,3,15,23.76,CP73,R3,81.60,1938.82
1402,15-15,2,3,15,23.27,CP69,R2,87.30,2031.47
1402,15-16,2,3,15,23.3,CP69,R1,107.44,2503.32
1402,15-17,2,3,15,22.17,CP69,R1,106.26,2355.71
1402,15-18,2,3,15,23.11,CP69,R1,98.50,2276.31
1402,15-19,2,3,15,23.62,CP73,R1,110.07,2599.89
1402,15-20,2,3,15,20.9,CP73,R1,98.97,2068.45
1402,15-21,2,3,15,23.65,CP73,R2,84.78,2004.99
1402,15-22,2,3,15,23.58,CP57,R2,69.71,1643.75
1402,15-23,2,3,15,23.88,CP73,R2,90.48,2160.60
1402,15-24,2,3,15,23.64,CP73,R2,90.18,2131.77
1402,15-25,2,3,15,23.33,CP69,R2,94.73,2209.98
1402,15-26,2,3,15,23.57,CP69,R1,128.34,3024.95
1402,15-27,2,3,15,15.52,CP69,R6,92.67,1438.19
1402,15-28,2,3,15,16.31,CP69,R1,133.24,2173.20
1402,16-01,2,4,16,24.1,CP73,R3,66.75,1608.64
1402,16-02,2,4,16,16.94,CP48,p,134.96,2286.21
1402,16-06,2,4,16,13.86,CP48,p,147.81,2048.60
1402,16-08,2,4,16,13.93,CP57,p,111.92,1559.04
1402,16-10,2,4,16,23.39,CP73,p,112.38,2628.61
1402,16-12,2,4,16,23.52,CP73,p,106.32,2500.64
1402,16-13,2,4,16,19.61,CP48,R3,60.01,1176.83
1402,16-14,2,4,16,8.39,CP73,p,105.08,881.64
1402,16-15,2,4,16,22.35,CP69,R2,105.32,2353.86
1402,16-16,2,4,16,22.48,CP69,R2,122.47,1959.53
1402,16-16,2,4,16,22.48,CP69,R2,122.47,1959.53
1402,16-16,2,4,16,22.48,CP69,R2,122.47,1959.53
1402,16-17,2,4,16,21.05,CP69,R2,88.56,1864.12
1402,16-19,2,4,16,23.74,CP73,p,90.27,1805.45
1402,16-19,2,4,16,23.74,CP73,p,90.27,1805.45
1402,16-21,2,4,16,23.82,CP69,R2,94.17,2243.14
1402,16-23,2,4,16,23.6,CP69,R2,93.60,2209.07
1402,16-24,2,4,16,23.49,CP69,R1,103.21,2424.29
1402,16-25,2,4,16,23.6,CP69,R3,62.93,1485.25
1402,16-26,2,4,16,23.49,CP69,R1,113.30,2661.48
1402,16-27,2,4,16,22.12,CP69,R3,57.34,1268.34
1402,16-28,2,4,16,3.57,CP69,p,126.23,450.65
1402,17-02,2,3,17,18.2,CP73,R3,62.80,1142.90
1402,17-03,2,3,17,23.28,CP69,p,120.24,2799.17
1402,17-04,2,3,17,23.61,CP73,R3,79.66,1880.76
1402,17-09,2,3,17,23.5,CP73,R3,53.37,1254.26
1402,17-10,2,3,17,22.47,CP73,p,117.52,2640.73
1402,17-11,2,3,17,21.65,CP73,R1,101.73,2202.42
1402,17-12,2,3,17,23.16,CP73,p,122.33,2833.07
1402,17-13,2,3,17,22.71,CP73,R1,94.51,2146.29
1402,17-14,2,3,17,23.51,CP73,p,108.04,2539.94
1402,17-15,2,3,17,23.1,CP69,R3,76.78,1773.62
1402,17-16,2,3,17,23.45,CP69,R2,92.78,1732.12
1402,17-16,2,3,17,23.45,CP69,R2,92.78,1732.12
1402,17-17,2,3,17,21.68,CP69,p,116.37,2522.97
1402,17-18,2,3,17,22.8,CP69,R3,89.88,2049.30
1402,17-19,2,3,17,22.79,CP73,p,101.66,2316.76
1402,17-20,2,3,17,23.34,CP73,R3,96.70,2257.09
1402,17-21,2,3,17,10.19,CP73,p,94.77,715.50
1402,17-21,2,3,17,10.19,CP73,p,94.77,715.50
1402,17-21,2,3,17,10.19,CP73,p,94.77,715.50
1402,17-22,2,3,17,23.45,CP73,R3,90.23,2115.93
1402,17-23,2,3,17,23.44,CP73,R2,92.37,2165.20
1402,17-24,2,3,17,22.91,CP48,R3,95.69,1474.59
1402,17-24,2,3,17,22.91,CP48,R3,95.69,1474.59
1402,17-25,2,3,17,23.33,CP69,p,134.12,3129.02
1402,17-27,2,3,17,22.33,CP69,p,138.28,3087.79
1402,17-28,2,3,17,23.88,CP73,R3,96.01,2292.70
1402,18-02,2,4,18,23.9,CP73,R3,84.37,2016.36
1402,18-04,2,4,18,22.61,CP73,R3,79.48,1797.09
1402,18-06,2,4,18,11.15,CP48,p,123.73,1379.55
1402,18-08,2,4,18,23.58,CP73,p,103.48,2440.12
1402,18-10,2,4,18,23.51,CP73,p,106.91,2513.51
1402,18-12,2,4,18,23.63,CP73,p,107.33,2536.10
1402,18-14,2,4,18,8.69,CP73,p,113.68,987.85
1402,18-15,2,4,18,22.28,CP69,R3,89.10,1985.15
1402,18-17,2,4,18,22.87,CP69,R3,95.10,2174.83
1402,18-18,2,4,18,22.42,CP69,p,91.78,2057.61
1402,18-20,2,4,18,23.53,CP69,R3,85.57,2013.41
1402,18-22,2,4,18,23.6,CP69,R3,77.89,1838.21
1402,18-24,2,4,18,23.55,CP69,R3,74.36,1751.13
1402,18-26,2,4,18,23.56,CP69,R3,61.45,1447.66
1402,18-28,2,4,18,22.59,CP69,p,77.08,1741.24
1402,19-01,2,3,19,24.18,CP69,p,130.19,3147.97
1402,19-02,2,3,19,22.25,CP69,R3,82.62,1838.22
1402,19-03,2,3,19,17.31,CP69,R2,128.62,2226.47
1402,19-04,2,3,19,23.43,CP69,R3,97.93,2294.47
1402,19-06,2,3,19,9.59,CP48,p,141.56,1357.60
1402,19-08,2,3,19,23.24,CP48,p,126.09,2930.28
1402,19-09,2,3,19,23.26,CP69,R2,101.53,1871.16
1402,19-09,2,3,19,23.26,CP69,R2,101.53,1871.16
1402,19-10,2,3,19,23.49,CP73,p,86.09,2022.24
1402,19-11,2,3,19,23.61,CP69,R2,95.10,1671.79
1402,19-11,2,3,19,23.61,CP69,R2,95.10,1671.79
1402,19-12,2,3,19,23.05,CP73,p,101.29,2334.64
1402,19-13,2,3,19,11.58,CP69,R2,73.99,856.86
1402,19-14,2,3,19,23.81,CP73,p,102.70,2445.35
1402,19-16,2,3,19,22.98,CP73,R3,80.03,1839.15
1402,19-17,2,3,19,5.91,CP69,p,116.31,687.42
1402,19-18,2,3,19,21.64,CP73,R3,91.01,1969.41
1402,19-22,2,3,19,12.45,CP73,R3,74.99,933.60
1402,19-23,2,3,19,23.61,CP73,R2,95.97,2265.84
1402,19-24,2,3,19,13.22,CP69,R2,89.69,759.67
1402,19-24,2,3,19,13.22,CP69,R2,89.69,759.67
1402,19-25,2,3,19,23.05,CP69,R2,114.11,2630.33
1402,19-26,2,3,19,14.47,CP69,R2,83.57,1004.54
1402,19-26,2,3,19,14.47,CP69,R2,83.57,1004.54
1402,19-27,2,3,19,10.75,CP69,R2,94.04,1010.98
1402,20-01,2,4,20,24.19,CP69,R3,78.71,1903.96
1402,20-03,2,4,20,23.5,CP69,R3,68.36,1606.37
1402,20-05,2,4,20,23.66,CP69,R3,64.82,1533.75
1402,20-07,2,4,20,23.35,CP69,R3,78.44,1831.68
1402,20-10,2,4,20,11.45,CP73,p,118.77,1359.89
1402,20-12,2,4,20,23.7,CP73,p,102.68,2433.45
1402,20-13,2,4,20,16.07,IRC,R3,54.37,873.80
1402,20-14,2,4,20,23.58,CP69,p,116.89,2756.23
1402,20-15,2,4,20,12.92,CP69,R3,87.23,1126.98
1402,20-16,2,4,20,22.2,CP69,R3,101.84,2260.78
1402,20-17,2,4,20,11,CP69,R3,90.56,996.19
1402,20-18,2,4,20,22.03,CP69,R3,91.53,2016.33
1402,20-19,2,4,20,9.7,CP69,R3,88.31,856.60
1402,20-20,2,4,20,8,CP69,p,147.37,1178.93
1402,20-21,2,4,20,7.36,CP69,R3,77.50,570.42
1402,20-22,2,4,20,14.58,CP69,p,130.67,1905.16
1402,20-23,2,4,20,7.91,CP69,R3,65.92,521.45
1402,20-25,2,4,20,3.5,CP69,R3,82.61,289.14
1402,20-26,2,4,20,23.62,CP69,R3,71.99,1700.51
1402,20-28,2,4,20,23.71,CP69,R1,88.54,2099.39
1402,21-01,2,3,21,24.12,CP69,p,124.98,3014.42
1402,21-02,2,3,21,24.47,CP69,R3,82.48,2018.30
1402,21-03,2,3,21,25.33,CP69,p,122.56,3104.39
1402,21-04,2,3,21,23.49,CP69,R2,100.79,1839.38
1402,21-04,2,3,21,23.49,CP69,R2,100.79,1839.38
1402,21-07,2,3,21,5.6,CP48,p,131.88,738.53
1402,21-09,2,3,21,22.93,CP73,p,100.93,2314.36
1402,21-10,2,3,21,22.61,CP73,p,80.79,1826.57
1402,21-11,2,3,21,23.24,CP69,R2,80.98,1200.15
1402,21-11,2,3,21,23.24,CP69,R2,80.98,1200.15
1402,21-12,2,3,21,21.94,CP69,R2,86.67,1901.63
1402,21-13,2,3,21,23.71,CP73,p,96.92,2297.97
1402,21-14,2,3,21,23.49,CP73,p,87.90,2064.78
1402,21-15,2,3,21,23.01,CP69,R2,97.23,2237.25
1402,21-17,2,3,21,11.79,CP69,R2,94.02,1108.55
1402,22-09,2,4,22,8.91,CP69,R3,51.41,458.05
1402,22-11,2,4,22,8.66,CP69,R2,67.12,581.30
1402,22-13,2,4,22,8.68,CP69,R2,64.16,556.95
1402,22-15,2,4,22,8.35,CP69,R2,66.68,556.76
1402,22-17,2,4,22,7.93,CP69,R2,48.59,385.29
1402,22-19,2,4,22,7.01,CP69,R2,53.77,376.91
1402,22-21,2,4,22,7.7,IRC,R2,27.31,207.55
1402,22-21,2,4,22,7.7,IRC,R2,27.31,207.55
1402,23-01,2,3,23,13.26,CP69,R3,71.04,942.05
1402,23-03,2,3,23,15.53,CP69,R3,65.57,1018.31
1402,23-05,2,3,23,14.68,CP69,p,93.25,1368.95
1402,23-07,2,3,23,22.59,CP69,R3,71.50,1615.14
1402,23-09,2,3,23,23.24,CP69,R3,68.03,1580.96
1402,23-11,2,3,23,22.16,CP69,R3,71.59,1586.40
1402,23-13,2,3,23,11.78,CP69,p,98.64,1161.99
1402,23-15,2,3,23,2.92,CP69,p,125.58,366.69
1402,24-01,2,4,24,26.67,CP69,R3,58.36,1556.52
1402,24-02,2,4,24,20.44,CP69,R3,67.99,1389.63
1402,24-03,2,4,24,27.4,CP69,R3,45.90,1257.57
1402,24-04,2,4,24,19.02,CP69,R3,66.31,1261.27
1402,24-05,2,4,24,27.1,CP69,R3,51.76,1402.66
1402,24-06,2,4,24,19.9,CP69,R3,56.64,1127.05
1402,24-07,2,4,24,26.45,CP69,R1,81.26,1479.73
1402,24-07,2,4,24,26.45,CP69,R1,81.26,1479.73
1402,24-09,2,4,24,27.4,CP69,R3,56.23,1540.63
1402,24-11,2,4,24,27.27,CP69,R1,89.82,2190.64
1402,24-11,2,4,24,27.27,CP69,R1,89.82,2190.64
1402,24-13,2,4,24,27.05,CP69,R1,88.49,1841.43
1402,24-13,2,4,24,27.05,CP69,R1,88.49,1841.43
1402,24-14,2,4,24,24.25,CP69,R3,53.16,1289.11
1402,24-15,2,4,24,2.54,CP69,p,122.05,310.00
1402,24-17,2,4,24,27,CP69,R3,60.00,1620.06
1402,24-19,2,4,24,27.25,CP69,R3,61.58,1677.97
1402,25-05,2,3,25,21.82,CP69,R2,72.49,1581.63
1402,25-07,2,3,25,22.89,CP69,R2,80.11,1833.73
1402,25-09,2,3,25,19.6,CP69,R1,102.74,2013.62
1402,25-11,2,3,25,25.29,CP69,R1,101.06,2555.70
1402,25-13,2,3,25,30.7,CP69,R2,71.01,2179.99
1402,25-15,2,3,25,19.25,CP69,R2,74.02,1424.95
1402,26-03,2,4,26,17.07,CP69,R3,76.66,1308.62
1402,26-04,2,4,26,24.78,CP69,R2,67.51,1672.91
1402,26-05,2,4,26,17.51,CP69,R3,47.21,826.57
1402,26-06,2,4,26,24.5,CP69,R2,69.85,1711.39
1402,26-07,2,4,26,17.4,CP69,R3,61.10,1063.11
1402,26-08,2,4,26,24.75,CP69,R3,55.18,1365.63
1402,26-09,2,4,26,17.27,CP69,p,93.73,1618.67
1402,26-10,2,4,26,24.88,CP69,R3,59.08,1469.80
1402,26-12,2,4,26,24.9,CP69,R3,65.64,1634.44
1402,26-13,2,4,26,16.98,CP69,p,78.63,1335.12
1402,26-14,2,4,26,24.5,CP69,R3,78.16,1914.91
1402,26-16,2,4,26,24.98,CP69,R3,75.67,1890.33
1402,26-18,2,4,26,24.29,CP69,R2,93.01,2259.18
1402,26-20,2,4,26,24.85,CP69,R3,79.70,1101.42
1402,26-20,2,4,26,24.85,CP69,R3,79.70,1101.42
1402,26-22,2,4,26,20.09,CP69,R3,69.89,1404.07
1402,27-01,2,3,27,26.85,CP69,R3,89.05,2390.94
1402,27-02,2,3,27,24.98,CP69,R3,70.98,1773.07
1402,27-04,2,3,27,24.2,CP69,R3,66.69,1613.90
1402,27-06,2,3,27,25.4,CP69,R3,88.91,2258.43
1402,27-08,2,3,27,19.2,CP69,R3,84.78,1627.85
1402,29-04,2,3,29,20.13,CP69,R3,63.33,1274.78
1402,30-01,2,4,30,22.56,CP69,R3,89.21,2012.65
1391,05-03,1,1,05,71.65,CP57,P,94.52,2316.76
1391,05-06,1,1,05,93.18,CP69,P,94.46,2210.31
1391,09-06,1,1,09,60.83,CP48,P,55.99,1301.77
1391,11-04,1,1,11,69.30,CP48,P,109.90,2541.94
1391,11-14,1,1,11,67.14,CP48,P,143.28,3286.74
1391,11-10,1,1,11,91.95,CP69,P,137.11,3076.77
1391,07-04,1,1,07,93.59,CP70,P,112.68,2652.42
1391,07-12,1,1,07,70.17,CP70,P,106.31,2362.20
1391,11-20,1,1,11,24.06,CP57,P,122.15,2771.53
1391,08-05,1,2,08,93.39,CP57,P,97.77,2279.03
1391,08-11,1,2,08,91.95,CP57,P,103.43,2406.81
1391,13-04,1,1,13,91.45,CP69,P,116.24,2680.39
1391,11-24,1,1,11,88.70,CP48,P,109.25,2502.87
1391,10-03,1,2,10,46.81,CP70,R1,94.29,2175.28
1391,10-09,1,2,10,117.90,CP48,R1,90.11,2090.60
1391,10-15,1,2,10,22.37,CP70,P,102.46,2292.10
1391,13-12,1,1,13,91.01,CP69,P,127.84,2918.53
1391,13-20,1,1,13,90.63,CP69,R1,130.21,2889.29
1391,06-03,1,2,06,117.65,CP48,P,101.68,2379.34
1391,13-26,1,1,13,60.70,CP69,P,128.40,2941.72
1391,06-08,1,2,06,82.33,CP48,P,NOT FOUND,NOT FOUND
1391,08-17,1,2,08,68.66,CP57,P,103.59,2163.95
1391,06-09,1,2,06,117.04,CP48,P,96.10,2217.99
1391,12-04,1,2,12,70.50,CP57,R1,101.39,2372.46
1391,12-10,1,2,12,93.40,CP57,R1,93.60,2190.33
1391,06-15,1,2,06,65.96,CP69,P,72.00,1598.36
1391,12-20,1,2,12,90.83,CP57,R1,97.96,2292.52
1391,08-27,1,2,08,58.36,CP69,P,119.54,2816.31
1391,10-21,1,2,10,93.25,CP69,P,89.73,1971.27
1391,10-25,1,2,10,70.02,CP69,P,100.68,2367.05
1391,12-17,1,2,12,46.10,CP69,R1,102.85,2324.37
1391,12-23,1,2,12,84.56,CP69,P,89.44,2116.18
1391,12-26,1,2,12,70.30,CP69,R1,116.08,2704.61
1391,14-04,1,2,14,68.96,CP69,P,119.51,2746.31
1391,14-05,1,2,14,94.10,CP57,R1,91.88,2140.82
1391,14-06,1,2,14,94.10,CP69,R1,127.91,2980.29
1391,14-13,1,2,14,115.30,CP73,R1,109.87,2592.92
1391,14-19,1,2,14,46.77,CP73,P,107.10,2505.15
1391,14-20,1,2,14,69.40,CP69,R1,103.26,2416.31
1391,14-23,1,2,14,46.90,CP69,R1,116.73,2731.54
1391,14-24,1,2,14,70.00,CP69,R1,98.69,2299.49
1391,15-04,2,3,15,71.32,CP57,P,106.41,2504.99
1391,15-07,2,3,15,94.43,CP69,P,97.87,2309.64
1391,15-11,2,3,15,70.57,CP69,P,102.27,2397.25
1391,15-12,2,3,15,93.49,CP57,P,113.80,2675.33
1391,15-21,2,3,15,132.10,CP69,P,116.20,2742.28
1391,15-24,2,3,15,132.71,CP57,P,120.69,2853.16
1391,16-02,2,4,16,23.80,CP73,R1,109.82,2613.64
1391,16-03,2,4,16,47.00,CP48,R1,106.13,2483.37
1391,16-06,2,4,16,140.60,CP73,P,106.53,2513.16
1391,16-07,2,4,16,70.20,CP48,R1,102.34,2415.23
1391,16-12,2,4,16,91.71,CP73,R1,95.96,2274.15
1391,17-20,2,3,17,45.96,CP69,P,119.57,2768.01
1391,16-21,2,4,16,45.30,CP57,R1,101.62,2367.82
1391,19-06,2,3,19,94.10,CP69,P,128.07,2955.92
1391,17-04,2,3,17,118.00,CP48,P,110.40,2604.36
1391,17-09,2,3,17,92.19,CP48,P,123.15,2848.51
1391,17-14,2,3,17,46.86,CP48,P,106.36,2496.23
1391,17-19,2,3,17,68.55,CP48,P,115.49,2667.80
1391,19-14,2,3,19,116.33,CP69,P,134.55,3236.04
1391,17-23,2,3,17,70.08,CP48,P,120.90,2833.87
1391,17-24,2,3,17,93.12,CP48,P,132.45,3034.32
1391,21-03,2,3,21,94.40,CP57,P,114.61,2853.70
1391,21-13,2,3,21,100.99,CP57,P,114.55,2702.21
1391,21-14,2,3,21,117.07,CP57,P,106.32,2502.89
1391,18-03,2,4,18,94.01,CP57,P,106.70,2535.24
1391,21-04,2,3,21,46.73,CP69,P,121.61,2856.53
1391,16-18,2,4,16,45.40,CP69,R1,117.26,2579.67
1391,19-05,2,3,19,140.86,CP73,P,111.83,2605.61
1391,16-23,2,4,16,46.90,CP69,R1,116.96,2748.46
1391,18-20,2,4,18,93.57,CP69,P,103.58,2400.02
1391,19-17,2,3,19,70.13,CP73,P,115.69,2630.69
1391,19-21,2,3,19,46.30,CP73,P,99.77,2319.66
1391,20-06,2,4,20,93.53,CP48,P,112.21,2586.33
1391,20-07,2,4,20,115.97,CP48,P,123.07,2873.77
1391,20-12,2,4,20,92.52,CP48,P,116.87,2747.57
1391,18-25,2,4,18,68.82,CP69,P,94.28,2206.06
1391,20-20,2,4,20,23.23,IRC,P,NOT FOUND,NOT FOUND
1391,20-17,2,4,20,69.95,CP69,P,86.54,956.28
1391,18-10,2,4,18,94.82,CP57,P,111.06,2583.21
1391,20-26,2,4,20,92.48,CP69,P,90.11,2128.50
1391,18-11,2,4,18,92.83,CP57,P,111.45,2586.65
1391,18-14,2,4,18,112.64,CP57,P,105.90,2509.87
1391,22-03,2,4,22,36.13,CP69,P,83.06,1343.88
1391,22-07,2,4,22,56.58,CP48,P,88.47,1011.26
1391,24-03,2,4,24,96.38,CP69,P,NOT FOUND,NOT FOUND
1391,24-06,2,4,24,38.48,CP69,P,66.64,1295.48
1392,01-26,1,1,01,94.01,CP69,P,87.88,2146.00
1392,01-30,1,1,01,68.16,CP69,P,100.72,2327.57
1392,02-07,1,2,02,99.09,CP48,P,117.60,2538.93
1392,02-11,1,2,02,74.31,CP48,P,107.15,2546.00
1392,02-29,1,2,02,147.20,CP69,P,132.42,2861.66
1392,03-10,1,1,03,115.27,CP69,P,103.78,2407.71
1392,03-24,1,1,03,136.90,CP69,P,111.85,2603.83
1392,04-03,1,2,04,70.90,CP48,P,98.13,2297.22
1392,04-07,1,2,04,46.69,CP57,P,126.81,2974.87
1392,04-35,1,2,04,75.99,CP69,P,131.44,2008.36
1392,05-03,1,1,05,71.65,CP57,R1,115.01,2818.91
1392,05-04,1,1,05,93.00,CP73,P,144.84,3366.09
1392,05-06,1,1,05,93.18,CP69,R1,114.77,2685.52
1392,05-07,1,1,05,94.35,CP57,P,128.40,2991.66
1392,05-18,1,1,05,77.80,CP57,P,111.66,2554.74
1392,05-23,1,1,05,47.00,CP69,P,108.92,2509.54
1392,05-24,1,1,05,70.13,CP57,P,93.04,2179.11
1392,06-03,1,2,06,117.65,CP48,R1,88.28,2065.80
1392,06-08,1,2,06,82.33,CP48,R1,70.99,1628.60
1392,06-09,1,2,06,117.04,CP48,R1,89.78,2072.11
1392,06-15,1,2,06,65.96,CP69,R1,105.23,2336.13
1392,07-04,1,1,07,93.59,CP70,R1,123.19,2899.98
1392,07-12,1,1,07,70.17,CP70,R1,115.87,2574.63
1392,07-20,1,1,07,67.63,CP73,P,112.65,2549.16
1392,08-05,1,2,08,93.39,CP57,R1,85.67,1996.88
1392,08-11,1,2,08,91.95,CP57,R1,106.10,2468.94
1392,08-17,1,2,08,68.66,CP57,R1,108.43,2437.55
1392,08-27,1,2,08,81.86,CP69,R1,125.36,2953.45
1392,09-06,1,1,09,60.83,CP48,R1,94.24,2191.01
1392,09-12,1,1,09,70.45,CP48,P,99.40,2311.16
1392,09-20,1,1,09,92.76,CP48,P,97.77,2305.47
1392,09-28,1,1,09,69.76,CP48,P,102.91,2252.80
1392,10-03,1,2,10,46.81,CP70,R2,88.16,2033.90
1392,10-09,1,2,10,117.90,CP48,R2,86.18,1999.42
1392,10-15,1,2,10,22.37,CP70,R1,105.35,2356.71
1392,10-21,1,2,10,93.25,CP69,R1,121.07,2829.30
1392,10-25,1,2,10,70.02,CP69,R1,103.85,2441.54
1392,11-04,1,1,11,69.30,CP48,R1,97.88,2263.87
1392,11-10,1,1,11,91.95,CP69,R1,103.59,2324.52
1392,11-14,1,1,11,67.14,CP48,R1,102.69,2294.14
1392,11-20,1,1,11,24.06,CP57,R1,110.14,2499.07
1392,11-24,1,1,11,88.70,CP48,R1,120.60,2763.03
1392,11-30,1,1,11,9.52,CP48,P,143.09,1362.26
1392,12-04,1,2,12,70.50,CP57,R2,84.07,1967.20
1392,12-10,1,2,12,93.40,CP57,R2,83.09,1944.33
1392,12-17,1,2,12,46.10,CP69,R2,113.68,2569.10
1392,12-20,1,2,12,90.83,CP57,R2,90.27,2112.30
1392,12-23,1,2,12,84.56,CP69,R1,110.41,2612.36
1392,12-26,1,2,12,70.30,CP69,R2,96.39,2245.99
1392,12-27,1,2,12,70.38,CP69,P,109.26,2689.00
1392,13-04,1,1,13,91.45,CP69,R1,137.65,3174.32
1392,13-12,1,1,13,91.01,CP69,R1,134.82,3078.01
1392,13-20,1,1,13,89.92,CP69,R2,116.11,2576.37
1392,13-26,1,1,13,60.70,CP69,R1,122.85,2814.58
1392,14-04,1,2,14,68.96,CP69,R1,126.84,2914.70
1392,14-05,1,2,14,94.10,CP57,R2,77.88,1814.55
1392,14-06,1,2,14,94.10,CP69,R2,116.22,2707.81
1392,14-13,1,2,14,115.30,CP73,R2,104.17,2458.39
1392,14-19,1,2,14,46.77,CP73,R1,120.40,2816.25
1392,14-20,1,2,14,69.40,CP69,R2,96.27,2252.77
1392,14-23,1,2,14,46.90,CP69,R2,96.41,2255.93
1392,14-24,1,2,14,70.00,CP69,R2,97.40,2269.36
1392,15-04,2,3,15,71.32,CP57,R1,121.09,2850.53
1392,15-07,2,3,15,94.43,CP69,R1,119.03,2809.18
1392,15-08,2,3,15,23.34,CP73,P,115.30,2644.91
1392,15-11,2,3,15,70.57,CP69,R1,114.90,2693.18
1392,15-12,2,3,15,93.49,CP57,R1,111.89,2630.49
1392,15-21,2,3,15,132.10,CP69,R1,119.87,2828.97
1392,15-24,2,3,15,132.71,CP57,R1,127.61,3016.76
1392,16-02,2,4,16,23.80,CP73,R2,88.44,2104.98
1392,16-03,2,4,16,47.00,CP48,R2,96.70,2262.73
1392,16-06,2,4,16,140.60,CP73,R1,106.09,2502.58
1392,16-07,2,4,16,70.20,CP48,R2,88.31,2084.20
1392,16-12,2,4,16,91.71,CP73,R2,84.19,1995.40
1392,16-18,2,4,16,45.40,CP69,R2,104.75,2304.53
1392,16-21,2,4,16,45.30,CP57,R2,66.78,1555.95
1392,16-23,2,4,16,46.90,CP69,R2,91.72,2155.51
1392,17-04,2,3,17,118.00,CP48,R1,84.56,1994.67
1392,17-09,2,3,17,92.19,CP48,R1,90.92,2102.91
1392,17-10,2,3,17,69.39,CP48,P,102.93,2348.79
1392,17-14,2,3,17,46.86,CP48,R1,100.93,2368.77
1392,17-19,2,3,17,68.55,CP48,R1,98.62,2278.15
1392,17-20,2,3,17,45.96,CP69,R1,126.30,2923.78
1392,17-23,2,3,17,70.08,CP48,R1,92.88,2177.00
1392,17-24,2,3,17,93.12,CP48,R1,115.78,2652.50
1392,18-03,2,4,18,94.01,CP57,R1,92.06,2187.34
1392,18-04,2,4,18,46.71,CP57,P,80.43,1865.26
1392,18-10,2,4,18,94.82,CP57,R1,89.41,2079.68
1392,18-11,2,4,18,92.83,CP57,R1,98.83,2293.80
1392,18-14,2,4,18,112.64,CP57,R1,107.48,2547.16
1392,18-20,2,4,18,93.57,CP69,R1,110.83,2567.89
1392,18-25,2,4,18,68.82,CP69,R1,101.52,2375.62
1392,19-04,2,3,19,46.87,CP73,P,94.11,2195.66
1392,19-05,2,3,19,140.86,CP73,R1,110.24,2568.66
1392,19-06,2,3,19,94.10,CP69,R1,126.05,2909.13
1392,19-14,2,3,19,116.33,CP69,R1,126.95,3053.06
1392,19-17,2,3,19,70.13,CP73,R1,114.93,2613.62
1392,19-21,2,3,19,46.30,CP73,R1,112.75,2621.54
1392,19-22,2,3,19,52.49,CP73,P,126.68,1572.15
1392,20-03,2,4,20,55.78,CP48,P,100.01,2325.22
1392,20-06,2,4,20,93.53,CP48,R1,98.87,2278.89
1392,20-07,2,4,20,108.57,CP48,R1,93.29,2178.21
1392,20-12,2,4,20,92.52,CP48,R1,80.21,1885.82
1392,20-17,2,4,20,69.95,CP69,R1,115.43,1275.49
1392,20-20,2,4,20,23.23,IRC,R1,NOT FOUND,NOT FOUND
1392,20-26,2,4,20,92.48,CP69,R1,96.15,2270.99
1392,21-03,2,3,21,94.40,CP57,R1,113.67,2830.41
1392,21-04,2,3,21,46.73,CP69,R1,115.70,2717.71
1392,21-13,2,3,21,100.99,CP57,R1,106.69,2516.79
1392,21-14,2,3,21,117.07,CP57,R1,109.00,2565.85
1392,22-03,2,4,22,43.53,CP69,R1,86.55,1400.40
1392,22-07,2,4,22,56.58,CP48,R1,90.00,1163.70
1392,23-01,2,3,23,28.84,CP69,P,101.42,1345.79
1392,24-03,2,4,24,96.38,CP69,R1,122.21,3342.31
1392,24-06,2,4,24,38.48,CP69,R1,80.59,1566.74
1392,24-13,2,4,24,78.03,CP69,P,129.24,3479.06
1392,24-15,2,4,24,76.57,CP69,P,109.97,3001.07
1392,25-15,2,3,25,108.40,CP69,P,129.77,2498.06
1392,26-01,2,4,26,69.38,CP69,P,146.31,2551.69
1392,26-08,2,4,26,98.78,CP69,P,131.94,3254.95
1392,26-11,2,4,26,84.79,CP69,P,130.75,2212.23
1392,26-12,2,4,26,131.74,CP69,P,121.93,3032.43
1392,27-04,2,3,27,93.69,CP69,P,128.36,3048.58
1392,27-07,2,3,27,107.52,CP69,P,135.00,2532.57
1392,29-02,2,3,29,40.00,CP69,P,138.80,2755.25
1397,05-03,1,1,05,71.65,CP57,P,NOT FOUND,NOT FOUND
1397,05-06,1,1,05,93.18,CP69,P,NOT FOUND,NOT FOUND
1397,09-06,1,1,09,60.83,CP48,P,78.31,1820.70
1397,11-04,1,1,11,69.30,CP48,P,NOT FOUND,NOT FOUND
1397,11-14,1,1,11,67.14,CP48,P,NOT FOUND,NOT FOUND
1397,11-10,1,1,11,91.95,CP69,P,NOT FOUND,NOT FOUND
1397,07-04,1,1,07,93.59,CP70,P,NOT FOUND,NOT FOUND
1397,07-12,1,1,07,70.17,CP70,P,NOT FOUND,NOT FOUND
