YEAR,FILED,TOLID,OFFICE,CANAL,AREA,VARITE,AGE,Y,TON
1403,15-06,2,3,15,23.57,CP48,R1,91.77,2162.96
1403,15-07,2,3,15,23.58,CP48,R1,96.19,2268.19
1403,15-08,2,3,15,23.7,CP65,P,143.84,1488.70
1403,15-09,2,3,15,18.1,CP73,R1,142.26,2574.97
1403,15-10,2,3,15,23.39,CP73,P,124.14,2903.69
1403,15-11,2,3,15,23.28,CP73,R1,114.70,2670.13
1403,15-13,2,3,15,23.45,CP73,R3,84.23,1975.19
1403,15-14,2,3,15,23.76,CP73,R4,90.29,2145.22
1403,15-15,2,3,15,23.27,CP69,R3,95.46,2221.32
1403,15-16,2,3,15,23.3,CP69,R2,105.68,2462.26
1403,15-17,2,3,15,22.17,CP69,R2,127.73,2831.88
1403,15-18,2,3,15,23.11,CP69,R2,113.12,2614.23
1403,15-19,2,3,15,23.62,CP73,R2,107.86,2547.66
1403,15-20,2,3,15,23.43,CP73,R2,107.87,1905.01
1403,15-21,2,3,15,23.65,CP73,R3,80.95,1914.51
1403,15-23,2,3,15,23.88,CP73,R3,87.01,2077.78
1403,15-24,2,3,15,23.64,CP73,R3,98.93,2338.77
1403,15-25,2,3,15,23.33,CP69,R3,109.85,2562.71
1403,15-26,2,3,15,23.57,CP69,R2,108.08,2547.56
1403,15-27,2,3,15,15.52,CP69,R7,97.67,1515.85
1403,15-28,2,3,15,16.31,CP69,R2,124.56,2031.52
1403,16-02,2,4,14,23.81,CP48,R1,112.84,2686.83
1403,16-03,2,4,16,23.37,CP48,P,122.59,2495.88
1403,16-04,2,4,16,23.61,CP48,P,134.18,3167.88
1403,16-05,2,4,16,23.64,CP48,P,124.03,2522.68
1403,16-06,2,4,14,23.46,CP48,R1,109.86,2577.21
1403,16-07,2,4,16,23.56,CP57,P,107.38,2529.76
1403,16-08,2,4,14,23.93,CP57,R1,90.58,2167.65
1403,16-09,2,4,16,23.41,CP73,P,136.53,2807.15
1403,16-10,2,4,14,23.39,CP73,R1,99.39,2324.69
1403,16-11,2,4,16,23.49,CP73,P,136.22,2814.23
1403,16-12,2,4,14,23.52,CP73,R1,95.12,2237.28
1403,16-14,2,4,14,23.69,CP73,R1,94.66,2242.40
1403,16-15,2,4,14,22.35,CP69,R3,102.05,2280.80
1403,16-16,2,4,14,3.66,CP69,R8,96.76,354.15
1403,16-16,2,4,14,2.82,CP69,R4,101.30,285.68
1403,16-16,2,4,14,16,CP69,R3,109.85,1757.55
1403,16-17,2,4,14,23.05,CP69,R3,81.02,1867.52
1403,16-18,2,4,16,22.42,CP69,P,117.51,2634.53
1403,16-19,2,4,14,20,CP73,R1,122.42,2448.44
1403,16-19,2,4,14,3.74,CP69,R1,120.65,451.22
1403,16-20,2,4,16,23.6,CP73,P,108.04,2549.67
1403,16-21,2,4,14,23.82,CP69,R3,82.06,1954.69
1403,16-22,2,4,16,23.37,CP69,P,134.17,2753.19
1403,16-23,2,4,14,23.6,CP69,R3,89.03,2101.01
1403,16-24,2,4,14,23.49,CP69,R2,108.47,2547.86
1403,16-26,2,4,14,23.49,CP69,R2,100.15,2352.53
1403,16-28,2,4,14,19.97,CP69,R1,117.09,734.16
1403,17-03,2,3,17,23.28,CP69,R1,115.17,1805.87
1403,17-04,2,3,17,23.61,CP73,R4,59.51,1405.05
1403,17-05,2,3,17,23.54,CP48,P,127.28,2996.18
1403,17-06,2,3,17,23.64,CP48,P,134.73,3185.03
1403,17-07,2,3,17,23.79,CP48,P,120.84,2874.79
1403,17-08,2,3,17,23.97,CP48,P,143.56,3441.19
1403,17-10,2,3,17,22.47,CP73,R1,116.50,2617.83
1403,17-11,2,3,17,23.65,CP73,R2,95.30,2253.96
1403,17-12,2,3,17,23.16,CP73,R1,111.04,2571.78
1403,17-13,2,3,17,22.71,CP73,R2,89.88,2041.26
1403,17-14,2,3,17,23.51,CP73,R1,107.25,2521.40
1403,17-15,2,3,17,23.1,CP69,R4,91.11,2104.62
1403,17-16,2,3,17,18.67,CP69,R3,89.19,1665.11
1403,17-16,2,3,17,4.78,CP69,R4,79.55,380.25
1403,17-17,2,3,17,22.68,CP69,R1,110.89,2326.38
1403,17-18,2,3,17,22.8,CP69,R4,89.15,2032.72
1403,17-19,2,3,17,22.79,CP73,R1,100.88,1742.19
1403,17-20,2,3,17,23.34,CP73,R4,86.98,2030.07
1403,17-21,2,3,17,6,CP65,R1,89.96,539.78
1403,17-21,2,3,17,1.88,CP70,R1,86.83,163.24
1403,17-21,2,3,17,16,CP73,R1,87.14,1394.31
1403,17-22,2,3,17,23.45,CP73,R4,80.84,1895.77
1403,17-23,2,3,17,23.44,CP73,R3,90.75,2127.08
1403,17-24,2,3,17,7.5,CP48,R3,91.04,682.78
1403,17-24,2,3,17,15.41,CP48,R4,86.51,1333.09
1403,17-25,2,3,17,23.33,CP69,R1,109.14,2546.20
1403,17-26,2,3,17,24.1,CP69,P,131.94,3179.77
1403,17-27,2,3,17,22.33,CP69,R1,117.67,2627.64
1403,17-28,2,3,17,23.88,CP73,R4,103.64,2474.87
1403,18-01,2,4,18,23.73,CP48,P,126.71,3006.83
1403,18-02,2,4,14,23.9,CP73,R4,102.05,2438.90
1403,18-03,2,4,18,23.94,CP48,P,127.54,3053.36
1403,18-04,2,4,14,23.61,CP73,R4,94.99,2242.66
1403,18-05,2,4,18,23.04,CP48,P,115.26,2655.65
1403,18-06,2,4,14,23.65,CP48,R1,117.95,2789.56
1403,18-07,2,4,18,23.5,CP57,P,98.36,2311.55
1403,18-08,2,4,14,23.58,CP73,R1,104.13,2455.32
1403,18-09,2,4,18,23.44,CP73,P,112.49,2636.80
1403,18-10,2,4,14,23.51,CP73,R1,98.40,2313.48
1403,18-11,2,4,18,23.46,CP73,P,110.34,2588.63
1403,18-12,2,4,14,23.63,CP73,R1,90.42,2136.72
1403,18-13,2,4,18,23.74,CP73,P,111.25,2641.02
1403,18-14,2,4,14,23.59,CP73,R1,101.17,2386.61
1403,18-15,2,4,14,22.28,CP69,R4,95.90,2136.71
1403,18-16,2,4,18,22.12,CP69,P,119.91,2652.46
1403,18-17,2,4,14,22.87,CP69,R4,103.81,2374.08
1403,18-18,2,4,14,22.42,CP69,R1,98.13,2199.99
1403,18-19,2,4,18,23.81,CP73,P,90.81,2162.27
1403,18-20,2,4,14,23.53,CP69,R4,84.84,1996.34
1403,18-21,2,4,18,23.35,CP69,P,99.52,2323.80
1403,18-22,2,4,14,23.6,CP69,R4,90.42,2133.81
1403,18-23,2,4,18,23.5,CP69,P,97.95,2301.87
1403,18-25,2,4,18,23.63,CP69,P,91.99,2173.74
1403,18-27,2,4,18,12.46,CP69,P,90.46,1127.07
1403,18-28,2,4,14,22.59,CP69,R1,100.09,1920.64
1403,19-01,2,3,19,24.18,CP69,R1,119.35,2885.86
1403,19-02,2,3,19,24.25,CP69,R4,71.82,1741.59
1403,19-03,2,3,19,17.31,CP69,R3,121.97,2111.27
1403,19-03,2,3,19,5.76,CP69,P,133.53,769.15
1403,19-04,2,3,19,23.43,CP69,R4,86.58,2028.48
1403,19-05,2,3,19,23.38,CP48,P,139.93,3271.59
1403,19-06,2,3,19,23.54,CP48,R1,104.96,2470.77
1403,19-07,2,3,19,23.65,CP48,P,121.39,2870.94
1403,19-08,2,3,19,23.24,CP48,R1,92.13,2141.08
1403,19-09,2,3,19,18.43,CP69,R3,102.29,1885.23
1403,19-09,2,3,19,4.83,CP69,R4,85.99,415.32
1403,19-10,2,3,19,23.49,CP73,R1,109.16,2564.12
1403,19-11,2,3,19,17.58,CP69,R3,104.22,1832.21
1403,19-11,2,3,19,6.03,CP69,R4,60.84,366.88
1403,19-12,2,3,19,23.05,CP73,R1,98.15,2262.36
1403,19-14,2,3,19,23.81,CP73,R1,86.90,2069.15
1403,19-15,2,3,19,23.17,CP69,P,123.19,2854.34
1403,19-16,2,3,19,22.98,CP73,R4,78.13,1795.48
1403,19-17,2,3,19,22.91,CP69,R1,122.35,2357.74
1403,19-18,2,3,19,22.54,CP73,R4,97.53,2198.27
1403,19-19,2,3,19,23.73,CP73,P,119.49,2089.83
1403,19-20,2,3,19,16.94,CP69,P,130.74,2214.75
1403,19-21,2,3,19,12.75,CP69,P,128.38,1636.87
1403,19-21,2,3,19,10.16,CP70,P,117.17,1190.42
1403,19-23,2,3,19,23.61,CP73,R3,97.05,2291.31
1403,19-24,2,3,19,4.75,CP73,R4,92.44,439.10
1403,19-24,2,3,19,8.47,CP69,R3,99.86,845.79
1403,19-25,2,3,19,23.05,CP69,R3,105.76,2437.82
1403,19-26,2,3,19,2.45,CP73,R4,102.48,251.08
1403,19-26,2,3,19,12.02,CP69,R3,107.73,1294.94
1403,19-27,2,3,19,10.75,CP69,R3,89.39,960.94
1403,20-01,2,4,14,24.19,CP69,R4,92.89,2247.03
1403,20-02,2,4,20,23.98,CP48,P,143.01,3429.37
1403,20-04,2,4,20,23.71,CP48,P,126.69,2432.40
1403,20-06,2,4,20,23.62,CP48,P,156.46,3224.57
1403,20-07,2,4,14,23.35,CP69,R4,92.67,2163.82
1403,20-08,2,4,20,23.53,CP57,P,119.86,2820.21
1403,20-09,2,4,20,22.3,CP73,P,104.46,2329.44
1403,20-10,2,4,14,23.65,CP73,R1,98.01,2317.90
1403,20-11,2,4,20,18.66,CP73,P,111.54,1628.52
1403,20-12,2,4,14,23.7,CP73,R1,101.76,2411.72
1403,20-14,2,4,14,23.58,CP69,R1,127.66,3010.28
1403,20-15,2,4,14,12.92,CP69,R4,87.96,1136.43
1403,20-16,2,4,14,22.2,CP69,R4,117.64,2611.55
1403,20-17,2,4,14,11,CP69,R4,88.16,969.77
1403,20-18,2,4,14,22.03,CP69,R4,82.62,1820.10
1403,20-19,2,4,14,9.7,CP69,R4,85.83,832.51
1403,20-20,2,4,14,23.4,CP69,R1,102.64,2401.79
1403,20-22,2,4,14,23.58,CP69,R1,112.10,2396.60
1403,20-24,2,4,20,23.59,CP69,P,124.21,1965.08
1403,20-25,2,4,14,3.5,CP69,R4,79.06,276.72
1403,20-28,2,4,14,23.71,CP69,R2,99.13,2350.37
1403,21-01,2,3,21,24.12,CP69,R1,120.92,2916.54
1403,21-02,2,3,21,24.47,CP69,R4,82.01,2006.70
1403,21-03,2,3,21,25.33,CP69,R1,122.34,3098.97
1403,21-04,2,3,21,18.25,CP69,R3,79.39,1448.82
1403,21-04,2,3,21,5.24,CP69,R4,80.07,419.56
1403,21-05,2,3,21,21.95,CP48,P,125.92,2763.89
1403,21-06,2,3,21,23.32,CP48,P,104.86,2445.24
1403,21-07,2,3,21,23.78,CP48,R1,116.85,2778.60
1403,21-08,2,3,21,24.42,CP48,P,97.89,2390.42
1403,21-09,2,3,21,22.93,CP73,R1,97.72,2240.64
1403,21-10,2,3,21,22.61,CP73,R1,98.34,2223.39
1403,21-11,2,3,21,14.82,CP69,R3,96.78,1434.24
1403,21-11,2,3,21,8.42,CP69,R4,72.07,606.81
1403,21-12,2,3,21,1.06,CP73,R4,NOT FOUND,NOT FOUND
1403,21-12,2,3,21,21.94,CP69,R3,89.88,1883.04
1403,21-12,2,3,21,1.09,CP69,P,NOT FOUND,NOT FOUND
1403,21-13,2,3,21,23.71,CP73,R1,96.69,2292.53
1403,21-14,2,3,21,23.49,CP73,R1,87.77,2061.80
1403,21-15,2,3,21,23.01,CP69,R3,87.17,2005.76
1403,21-16,2,3,21,19.62,CP69,P,137.31,1952.57
1403,21-17,2,3,21,11.79,CP69,R3,98.96,1166.70
1403,22-01,2,4,22,7.86,CP69,P,121.61,955.88
1403,22-03,2,4,22,16.62,CP69,P,95.14,1581.17
1403,22-05,2,4,22,15.46,CP69,P,119.96,1518.73
1403,22-07,2,4,22,13.08,CP69,P,93.37,1221.23
1403,22-09,2,4,14,8.91,CP69,R4,77.32,688.93
1403,22-11,2,4,14,8.66,CP69,R3,83.58,723.81
1403,22-13,2,4,14,8.68,CP69,R3,91.17,791.36
1403,22-15,2,4,14,8.35,CP69,R3,91.84,766.83
1403,23-01,2,3,23,13.26,CP69,R4,67.69,897.55
1403,23-05,2,3,23,14.68,CP69,R1,64.60,948.31
1403,23-09,2,3,23,23.24,CP69,R4,78.52,1824.76
1403,23-11,2,3,23,22.16,CP69,R4,86.30,1912.35
1403,23-13,2,3,23,11.78,CP69,R1,96.69,1139.04
1403,23-15,2,3,23,2.92,CP69,R1,119.37,348.55
1403,24-07,2,4,14,18.21,CP69,R2,98.28,1789.67
1403,24-07,2,4,14,8.24,CP69,R4,64.11,528.23
1403,24-08,2,4,24,21.62,CP69,P,116.92,1690.66
1403,24-09,2,4,14,27.4,CP69,R4,71.28,1953.14
1403,24-10,2,4,24,23.55,CP69,P,119.96,1552.23
1403,24-11,2,4,14,24.39,CP69,R2,90.09,2197.31
1403,24-11,2,4,14,2.88,CP69,R4,77.84,224.17
1403,24-12,2,4,24,24.65,CP69,P,83.68,2062.61
1403,24-13,2,4,14,20.81,CP69,R2,83.90,1745.96
1403,24-13,2,4,14,6.24,CP69,R4,77.06,480.83
1403,24-15,2,4,14,27.04,CP69,R1,121.29,1860.66
1403,24-17,2,4,14,27,CP69,R4,73.18,1975.89
1403,24-19,2,4,14,27.25,CP69,R4,77.91,2123.15
1403,24-21,2,4,24,22.2,CP69,P,74.84,187.09
1403,25-01,2,3,25,4.13,CP69,P,140.65,351.63
1403,25-03,2,3,25,13.23,CP69,P,176.50,52.95
1403,25-07,2,3,25,22.89,CP69,R3,79.55,1820.99
1403,25-09,2,3,25,26.03,CP69,R2,76.17,1982.60
1403,25-11,2,3,25,28.29,CP69,R2,73.80,2087.74
1403,25-15,2,3,25,19.25,CP69,R3,72.25,1390.80
1403,26-02,2,4,26,24.11,CP69,P,NOT FOUND,NOT FOUND
1403,26-03,2,4,14,17.07,CP69,R4,81.11,1384.58
1403,26-09,2,4,14,17.27,CP69,R1,116.12,745.48
1403,26-11,2,4,14,17.07,CP69,R1,106.76,288.25
1403,26-13,2,4,14,16.98,CP69,R1,83.32,1373.05
1403,26-14,2,4,14,24.5,CP69,R4,89.10,2182.95
1403,26-16,2,4,14,24.98,CP69,R4,78.76,1967.31
1403,26-18,2,4,14,24.29,CP69,R3,87.01,2113.42
1403,26-20,2,4,14,13.82,CP69,R4,88.28,1220.05
1403,26-20,2,4,14,11.03,CP69,R3,93.41,1030.32
1403,26-22,2,4,14,20.09,CP69,R4,71.57,1437.87
1403,27-01,2,3,27,31.95,CP69,R4,84.08,2686.20
1403,27-03,2,3,27,31.08,CP69,P,99.06,3078.85
1403,27-05,2,3,27,25.53,CP69,P,97.40,2486.69
1403,27-06,2,3,27,25.4,CP69,R4,80.24,2038.22
1403,27-07,2,3,27,18.71,CP69,P,94.69,1771.67
1403,27-08,2,3,27,19.2,CP69,R4,72.65,1394.91
1403,30-01,2,4,14,22.56,CP69,R4,96.23,2170.86
